划拨,转移
环境保护法,中华人民共和国环境保护法
恢复,假设
回避,提款
回避,回避
回证,送达证明
婚姻,婚姻关系
基层人民法院,基层人民法院
基层组织,基层组织
基层组织,基层组织
级别管辖,法院级管辖权
记录人,笔记记录者
继承人,继承人
监护关系,指定监护权
监护人,监护人
检察建议,检察建议书
检察建议,检察建议书
简易程序,总结程序
简易程序中的小额诉讼,适用简易程序的小额诉讼
建设工程施工合同,建筑工程承包
鉴定,专家审查
鉴定人,专家
鉴定意见,专家意见
交付,交货
解除,取消
解除保全,取消保存
解除保全裁定,保存移除裁决
解除婚姻,取消婚姻
借款合同,贷款合同
金钱给付义务,非货币付款义务
禁止性规定,法律的禁止性规定
经常居住地,惯常居所
经营者,算子
纠正失信行为,解除义务
拘传,强行召唤
拘传票,逮捕证
拘留,扣留
拘留决定书,书面拘留决定
拘束力,捆绑
居民委员会,居委会
举证期限届满,举证期限
举证通知书,举证通知书
举证证明责任的,举证责任
拒不接受询问,拒绝接受咨询
拒不履行,拒绝执行
具体情况,混凝土条件
军事法院,军事法庭
开庭审理,庭审
勘验,调查/进行检查
勘验笔录,检查和检查记录
勘验人,督察
抗拒执行公务,藐视执行公务
抗诉,异议
抗诉对象,在这种抗议下的主题
抗诉书,抗议动议
抗诉书,异议信
可供扣押的财产,可约束的财产
可供执行财产,强制执行后可能强制执行的财产
口头答辩笔录,口头答辩记录
口头起诉笔录,口头行动记录
口头委托笔录,口头委托记录
口头异议,债务人的口头质疑
扣押,拘留
扣押,扣押
扣押,扣押财物
劳动报酬,劳动报酬
劳务派遣,劳务派遣
立案,将案件存档
立案期限,立案的时间段
利害关系,利害关系方
利害关系人,利害关系方
利害关系人,利害关系方
廉政监督卡,反腐败监管表
林权证,林地证书
领域,领土
留置权,留置权
留置权人,留置权
留置送达,在居住地留下法律文件
留置物,留置权
履行,执行
履行地,演出地点
履行义务,履行义务
买卖合同,销售合同
买受,偿还
买受人,买方
灭失,失去
民事裁定书,民事裁决
民事行为能力,民事行为能力
民事纠纷,民事纠纷
民事判决书,民事判决
民事权利义务转移,公民权利和义务转移
民事权益,民事权益
民事诉讼法,民事诉讼法
民事诉讼法,民事诉讼法
民事调解书,民事调解
明确,明确
捺印,指纹
拍卖机构,拍卖机构
排除妨碍,移除障碍物
派员出庭,派官员出庭
判断书,书面判决书
判决,判决/裁决
判决公告,判决书的公布
赔偿金,补偿
票据,仪器
票据持有人,仪器支架
票据纠纷,涉及流通票据的行动
票据支付地,在票据上付款的地方
票面金额,面金额
票证,票据
破产程序,破产程序
普通程序案件,普通程序案例
普通债权,普通债权人的债权
期间和送达,时间段和服务
期间届满之日,期限届满日期
欺诈,欺骗
企业法人合并,企业法人合并
企业法人解散,企业法人解散
起诉,行动机构
起诉人,起诉者
起诉条件,可操作的条件
起诉状,索赔说明
起诉状,抱怨
前款规定,前款规定的限制
强制迁出房屋,将被处决的人驱逐出家门
强制退出土地,将被处决的人驱逐出土地
强制性规定,法律的强制性规定
强制性教育措施,强制矫正
强制执行,强制执行
强制执行措施,执法措施
侵权,侵权行为
侵权行为,侵权行为
侵权行为地,侵权地点
侵权行为地,侵权行为发生地
侵权行为实施地,侵权行为发生地
侵权结果发生地,侵权后果发生地
侵权人,被侵权人
清偿,偿还
清偿能力,破产
清偿债务,偿还债务
清理财产,清算财产
清算,清算
请求调解,请求调解
权利凭证,所有权文件
权利凭证,所有权文件
权利凭证持有人,此类所有权文件的持有人
权利确认,权利确认
权利人,义务人/索赔人
权利受到妨害,任何权利的损害
权利义务承受人,接班人
权利义务承受人,权利和义务的继承人
权利义务承受人,继承其权利的人
权利质权,权利承诺
权利质权,权利承诺
缺席判决,缺席判决
确有理由的,在合理的基础上
人的担保,保证人
人民检察院检察委员会,人民检察院检察委员会
人民调解法,人民调解法
人民调解委员会,人民调解委员会
人身保险合同,个人保险合同
人身关系确权,核实个人关系
人身损害,人身伤害
认定事实,查明事实
融资租赁合同,融资租赁合同
赡养,支持
赡养费,赡养费
商标证书,商标证书
商业秘密,商业秘密
上级人民法院,上级人民法院
上诉案件,上诉案件
上诉权利,上诉权
社会公共利益,公共利益
涉外,涉外
涉外民事案件,人民法院涉外民事案件
涉外民事诉讼程序的特别规定,涉外民事诉讼特别规定
涉外仲裁机构,涉外仲裁机构
申报,主张索赔
申请查阅的内容,申请时要咨询的内容
申请的理由和事实,与申请有关的原因和事实
申请复议,申请复议
申请公示催告,请求公开邀请主张索赔
申请人,被告
申请执行,申请执行
申请执行人,申请执行的当事人
身份关系,身份关系
身份关系清楚,明确身份关系;
身份关系确认,确认身份关系
身份证明书,身份证明
审查核实,检查和验证
审理笔录,审判记录
审理前的准备,审前准备
审判监督程序,审判监督程序
审判组织,审判组织
审判组织,司法组织
审限,审判时限
生活困难,财务状况不佳
生效,有效/生效
生效裁判,有效判决
失效,无效
失信被执行人,受执行并失去信用的当事人
失信被执行人名单,应予处决的不诚实人员名单
施行,实现
实体法,实体法
实质性争议,实质性争议
视听资料,视听材料
适用,应用
收货地,收货地
收养关系,收养关系
收益/利益,收益
手续,礼节
受案范围,案件范围
受理,接受行动
受送达人,要服务的人
受送达人,要服务的人
授权委托书,委托书
书面,写
书面告知,以书面形式通知法院
书面合同,书面合同
书面申请,以书面形式申请
书面协议,书面同意
书面异议,写作挑战
书面异议,提交书面异议
书面仲裁协议,书面仲裁协议
书证,书面证据
书证原件,文件证据原件
司法协助,司法协助
司法协助,司法协助
司法协助的请求书,司法协助请求
死亡,死者
送达笔录,服务记录
送达文书,法律文件送达
诉前保全,提起诉讼前的财产保全
诉讼保全,行动期间的保存措施
诉讼参加人,法律诉讼的参与者
诉讼代理人,诉讼代理人
诉讼地位,诉讼状态
诉讼费收据,收到诉讼费用
诉讼费用,诉讼费用
诉讼请求,索赔
诉讼权利,程序权
诉讼权利义务告知书,诉讼权利和义务通知
诉讼文书,诉讼文件
诉讼中止,暂停行动
溯及力规定,追溯性规定
所附文件,附件
他项权利证书,其他权利证书
贪污受贿,挪用公款、贿赂
特别程序,特别程序
提出,小屋
提单,提单
提供劳务,提供劳务服务
提起,机构
提起上诉,提出申诉
提请,文件
提取,装饰
提审,试
提审,删除试用
条约关系,条约关系
调查取证,证据收集
调查取证,调查和收集证据
调查人,调查者
调查收集,收集证据
调解,调解
调解书,书面调解声明
调解协议,调解协议
停止侵害,停止侵权
停止支付,暂停付款
同级,处于同一水平
土地证,土地证书
诉讼费,诉讼费用
外交途径,外交渠道
枉法裁判,作出歪曲法律程序的判决
威胁,威胁
违约金,违约金
伪造,制造
伪证,虚假证词
委托,委托
委托代理人,代理
委托函,委托书
委托函件,委托书
委托权限,授予的权力限制
委托事项,授予权力的客体
委托送达,委托服务
未提出异议,不提出异议
文书,仪器
无民事行为,无民事行为能力
无民事行为能力,无民事行为能力人
无收入来源,缺乏收入来源
无效,空性
物的担保,旁系的
物权法,物权法
物权纠纷,权利纠纷
物证,物证
辖区,行政区域
下级人民法院,下级人民法院
下落不明,下落不明
下落不明,下落不明
先予执行,初步执行
限期,规定期限
限制民事行为能力,民事行为能力有限
限制消费令,消费限制令
相互请求,互助
相邻关系,周边关系
消费者权益保护法,中华人民共和国消费者权益保护法
小额诉讼,小诉讼
协商不成,无法在谈判中达成一致意见
协议管辖条款,谈判管辖权条款
协助义务,援助义务
协助执行通知书,请求协助执行的通知
胁迫,强迫
写明,明确说明
信息网络,信息网络
信用惩戒,信用处罚
虚假报告,虚假报告
虚假仲裁,虚假仲裁
宣告,宣
宣告失踪或者宣告死亡,宣布失踪或死亡
宣判,宣告
宣判笔录,宣判
选举委员会,选举委员会
选民资格,选民资格
选择管辖,选择管辖权
巡回审理,巡回审判
询问当事人笔录,询问有关各方的记录
训诫,告诫
训诫,谴责
徇私舞弊,为个人利益而从事医疗事故
延缓债务清偿期限,延迟偿还债务
一并裁判,合并判决
依职权,当然
移送,向前
移送管辖,移交管辖权
遗产继承人,继承人
遗骨,骨质遗骸
义务人,债务人
异议权利告知书,异议权通知
因不能归责于本人的事,由于该第三方以外的原因
因不能归责于本人的事由,由于该第三方以外的原因
因客观原因,无法控制的原因
银行卡纠纷,任何银行卡的争议
隐匿财产,隐藏属性
营业执照,营业执照
应诉,响应程序
应诉通知书,诉讼辩护通知书
用工单位,收到劳务派遣的用人单位
优先权,优先购买权
优先受偿权,优先获得赔偿
有关程序适用的书面告知,申请相关程序的书面通知
有关单位,相关单位
有关机关,相关当局
有价证券,可转让担保
有价证券,票据
有疑义,怀疑
有字号的,商品名
逾期,逾期/逾期后
逾期给付利息,逾期付款利息
逾期举证,延迟举证
原告,原告/请愿人
原户籍所在地,原居住登记地
原审人民法院,原审人民法院
约定,规定
运输工具,运输车辆
再审案件,再审案件
再审程序,再审程序
再审人民法院,人民法院再审
再审申请书,重审请求
在执行中,在执行过程中
暂缓执行,暂停执行
暂缓执行,暂停判决
造具清单,准备一份被查封或扣押的财产清单
责令,次序
债权人,债权人
债权文书,信用工具
债权债务关系,债务人-债权人关系
争议标的,有争议的标的
争议焦点,争议焦点
征信机构,征信服务机构
征信系统,公共信用体系
正当理由,正当理由
正职负责人,分管总管
证据,证据
证据保全,证据保全
证明材料,认证材料
证明力,证明力
证明手续,身份证明手续
证人,证人
证人证言,证人的证词
政策性房屋买卖,基于政策的房屋销售合同
支付令,付款单
支取,提取收益
知识产权法院,知识产权法院
执行,执法
执行标的,标的物的执行
执行标的,执行标的
执行裁定书,执行裁定
执行程序,执行程序
执行法院,执行法院
执行回转,执法更正
执行机构,执行权限
执行情况,执法信息
执行申请人,申请人
执行通知,执行通知
执行通知书,关于协助执行的通知
执行异议,对执行异议的裁决
执行异议之诉,反对执行的诉讼
执行员,执法人员
指定,特定
指定的行为,指定行为
指定管辖,指定司法管辖区
制作证明材料的人员,准备此类材料的人
质权,承诺
质权出质登记证明,质权登记证明
质权人,质押人
质押物,承诺
质证意见,盘问评语
中断,中止
中级人民法院,中级人民法院
中外合资经营企业合同,中外合资合同
中外合作经营企业合同,中外合作合作合同
中外合作勘探开发自然资源合同,中外合作勘探开发自然资源合同
中止诉讼,中止诉讼程序
中止执行,请求暂停执行
终结执行,终止执行
终审判决,终审判决
仲裁,仲裁
仲裁裁决,仲裁裁决
仲裁裁决书,仲裁裁决（或仲裁裁决）
仲裁程序,仲裁程序
仲裁条款,仲裁条款
仲裁协议,仲裁协议
重大涉外案件,涉外重大案件
逐级进行,逐级
主合同,主合同
主权,主权
主体资格,学科资格
主要办事机构,总公司
主要财产,主要属性
主要负责人,主要负责人
主要内容,主要细节
主张,索赔
住所地,住所/地址
注册地,注册地点
注销,取消
注销,取消注册
专利纠纷案件,专利纠纷
专利证书,专利证书
专门性问题,专业问题
专门知识,专业技术
转移手续,转移程序
酌情,自行决定
自行,主动
自行回避,自愿退出
自愿原则,自由意志原则/自愿参与原则
自知道或者应当知道,知道或应该知道
租赁合同,租赁合同
租赁物,租赁物业
组织机构代码证书,组织机构代码证书
最高人民法院,最高人民法院
最高人民法院审判委员会,最高人民法院审判委员会
作为一方当事人,在当事人中
中华人民共和国最高人民法院,中华人民共和国最高人民法院/最高人民法院
高级人民法院,高级人民法院（行政单位）/（行政单位）高级人民法院
中级人民法院,第一中级人民法院（行政单位）/（行政单位））第一中级人民法院
基层人民法院,基层人民法院（行政单位）/（行政单位）） 基层人民法院（上级行政单位）
军事法院,军事法庭/解放军军事法庭
海事法院,海事法院
知识产权法院,知识产权法院
金融法院,金融法院
立案庭,立案科
立案一庭,第一立案科
诉讼服务中心,诉讼服务中心
诉调对接中心,调解-诉讼协调中心
刑事审判庭,刑事司
刑事审判第一庭,第一刑事司
民事审判庭,民事司
民事审判第一庭,第一民事部门
环境资源审判庭,环境与资源司
行政审判庭,行政司
综合审判庭,综合事业部
房产审判庭,房地产事业部
劳动争议审判庭,劳动争议科
家事审判庭,家庭司
商事审判庭,商业事业部
金融审判庭,财务科
破产及清算审判庭,破产清算司
知识产权审判庭,知识产权事业部
少年审判庭,少年组
互联网案件审判庭,互联网纠纷司
审判监督庭,司法监督司
赔偿委员会办公室,国家赔偿司
执行局,执法部
执行裁决庭,执法争议科
执行一庭,第一执法司
执行指挥中心,执法指挥中心
最高人民法院第一巡回法庭,第一巡回法院最高人民法院
最高人民法院第一国际商事法庭,首届国际商事法院最高人民法院
最高人民法院知识产权法庭,知识产权法院最高人民法院
（二）人民法庭、专门法庭,
人民法庭,派遣人民法庭
上海破产法庭,上海破产法庭
深圳金融法庭,深圳金融法庭
杭州知识产权法庭,杭州知识产权法庭
海南第一涉外民商事法庭,海南省第一涉外民事商事法庭
苏州国际商事法庭,苏州国际商事法庭
南京环境资源法庭,南京环境资源法庭
成都互联网法庭,成都互联网法庭
青岛海事法院石岛法庭,青岛海事法院石岛法庭
办公厅/办公室/综合办公室,综合办公室
政治部,政治部
组织人事部/处,人事组织司
干部处,人事司
法官管理部/处,法官管理部
宣传教育部/处,宣传培训科
教育培训处,教育培训科
司法警察管理局,司法警察管理部
司法警察总队,司法警察团
司法警察支队,司法警察处
司法警察大队,司法警察集团
研究室,研究办公室
审判管理办公室,审判管理办公室
督察局,纪监部
国际合作局,国际合作部
外事处,外事司
外事科、外事办公室,外事办公室
司法行政装备管理局,司法行政和设备管理部
司法行政装备管理处,司法行政和设备管理司
机关党委,党务部
离退休干部局,退休人员事务部
离退休干部处,退休人员事务司
司法改革办公室,司法改革办公室
新闻局,信息部
宣传处/法宣处,信息司
新闻办公室,信息办公室
国家法官学院,国家法官学院
中国司法案例研究院,中国司法案例研究所
国家法官学院地方分院,国家法官学院分院
中国应用法学研究所,中国应用法学研究所
中国法院博物馆,中国法院博物馆
人民法院新闻传媒总社,人民法院新沙传媒
人民法院出版社,人民法院出版社
机关服务中心,物流服务中心
人民法院信息技术服务中心,人民法院信息技术服务中心
中国司法大数据研究院,中国司法大数据研究院
信息管理处,信息管理司
技术室,技术办公室
司法技术处,法医学管理司
中国法官协会,中国评委协会
省市法官协会,法官协会
四川省法官协会,四川省法官协会
中国女法官协会,中国女法官协会
中央纪委国家监委驻最高人民法院纪检监察组,中央纪委纪检监察处、最高人民法院纪检监察处
,
法官权益保障委员会,法官权益委员会
,
法官考评委员会,评委评委
审判委员会,评审委员会
赔偿委员会,国家赔偿委员会
合议庭,合议庭
独任庭,独资法官
审判团队,评委团队
专业法官会议,评委会议
首席大法官,首席大法官
大法官,正义
高级法官,法官
法官,法官
院长,总统
主管日常工作的副院长,常务副总裁
副院长,副会长
政治部主任,政治部主任
中央纪委国家监委驻最高人民法院纪检监察组组长,中央纪委、国家最高人民法院纪检监察处总督察
,
审判委员会专职委员,评审委员会常务委员
审判委员会委员,评审委员会委员
庭长,首席法官
副庭长,副首席法官
审判长,主审法官
局长、副局长（局级主任、副主任）,总干事，副总干事
处长、副处长（处级主任、副主任）,董事，副主任
科长、副科长（科级主任、副主任）,科长，副科长
司法警察,司法警察
法官助理,评委助理
书记员,店员
人民陪审员,人民陪审员
技术调查官,技术调查官
速录员,法庭记录员
审判法庭,法庭
科技法庭,电子法庭
第一法庭,第一法庭
电子卷宗阅览室,电子档案室
律师工作室,律师室
远程接访室,远程接待室
接谈室,接待室
院长接待室,总统接待室
听证室,听证室
调解室,调解室
12368热线服务室,12368热线服务室
诉讼综合服务室,诉讼服务室
多元化纠纷解决中心,多元化争议解决中心
申诉信访服务大厅,投诉请愿服务大厅
诉讼服务大厅,诉讼服务大厅
自助诉讼服务台,自助诉讼柜台
电子阅卷终端,电子文件阅读终端
审判长,主审法官
审判员,法官
人民陪审员,人民陪审员
调解员,调解人
法官助理,评委助理
技术调查官,技术调查官
书记员,店员
原告,原告
公益诉讼起诉人,公益诉讼原告
被告,被告
第三人,第三方
公诉人,检察官
附带民事诉讼原告人,原告抵押民事诉讼
被告人,被告人
辩护人,辩护人
上诉人,上诉
被上诉人,被上诉人
原审原告,原告一审
原审被告,被告一审
原审第三人,第三方一审
再审申请人,申请再审
被申请人,被告
申请执行人,执行申请人
被执行人,被执行方
请求人,原告
被请求人,被告
专利权人,专利权所有人
商标权人,商标持有人
著作权人,版权所有者
无效宣告请求人,无效申请人
被诉侵权人,被告侵权人
证人,证人
鉴定人、专家辅助人,专家见证
旁听席,公共画廊
媒体席,媒体
司法警察,司法警察
